generic_name,dosage_form,strength,therapeutic_category,who_list_section,notes,unit,reorder_level
methotrexate,oxaliplatin,100 mg in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
methotrexate,Injection,6 mg/mL in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
paclitaxel,Injection,3750 units/5 mL in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
paclitaxel,Powder for injection,3750 units in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
paclitaxel,Capsule,50 mg (as hydrochloride),WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
paclitaxel,Tablet,270 mg (containing tetra-arsenic tetra-sulfide 30 mg),WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
paclitaxel,Solid,40 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
paclitaxel,Injection,10 mg/10 mL (sulfate) in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
paclitaxel,Powder for injection,10 mg (sulfate) in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
vinblastine,Injection,1 mg/mL (sulfate),WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
vinblastine,Injection,2 mg/2 mL (sulfate) in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
vinblastine,Powder for injection,1 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
vinblastine,Powder for injection,5 mg (sulfate) in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
vincristine,Capsule,20 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
vincristine,Capsule,30 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
vincristine,Capsule,80 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
vincristine,Injection,"10 mg/mL in 1 mL, 5 mL vial",WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
vinorelbine,Capsule,10 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
vinorelbine,Powder for injection,3.5 mg in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
bortezomib,Tablet,20 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
bortezomib,Tablet,50 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
bortezomib,Tablet,70 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
bortezomib,Tablet,80 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
bortezomib,Tablet,100 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
bortezomib,Tablet,140 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
dasatinib,Tablet,"100 mg, 150 mg",WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
dasatinib,Tablet,2.5 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
dasatinib,Tablet,5 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
dasatinib,Tablet,7.5 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
dasatinib,Tablet,10 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
dasatinib,everolimus,2 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
dasatinib,everolimus,3 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
dasatinib,everolimus,5 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
dasatinib,Capsule,140 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
ibrutinib,Solid,100 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
ibrutinib,Solid,400 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
leukaemia,Capsule,150 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
leukaemia,Capsule,200 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
nilotinib,Injection,100 mg/10 mL in 10 mL vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
nilotinib,Powder for injection,60 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
nilotinib,Powder for injection,150 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
nilotinib,Powder for injection,440 mg in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
nilotinib,Injection,120 micrograms/0.2 mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
nilotinib,Injection,300 micrograms/0.5 mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
nilotinib,Injection,300 micrograms/mL in 1 mL vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
nilotinib,Injection,480 micrograms/1.6,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
regimens,Capsule,25 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
lenalidomide,Therapeutic,− Metastatic melanoma,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
lenalidomide,Injection,6 mg/0.6 mL in pre-filled syringe,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
regimens,Capsule,50 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
thalidomide,Therapeutic,− Metastatic castration-resistant prostate cancer,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
thalidomide,Therapeutic,− Early stage breast cancer,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
thalidomide,Tablet,50 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
thalidomide,Injection,4 mg/mL (as disodium phosphate salt) in 1 mL ampoule,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
thalidomide,Oral liquid,2 mg/5 mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,bottle,20
thalidomide,Tablet,2 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
thalidomide,Tablet,4 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
dexamethasone,Powder for injection,100 mg (as sodium succinate) in vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
hydrocortisone,Injection,7.5 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
hydrocortisone,Injection,22.5 mg in pre-filled syringe,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
hydrocortisone,Injection,40 mg/mL (as sodium succinate) in 1 mL single-dose,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
hydrocortisone,Oral liquid,5 mg/mL,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,bottle,20
hydrocortisone,Tablet,5 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
hydrocortisone,Tablet,25 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
hydrocortisone,Therapeutic,− Chronic lymphocytic leukaemia,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
hydrocortisone,Tablet,10 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
hydrocortisone,Tablet,20 mg (as citrate),WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
tamoxifen,Tablet,100 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
tamoxifen,Tablet,300 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
tamoxifen,Injection,100 mg/mL in 4 mL and 10 mL ampoules,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
tamoxifen,Tablet,400 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
tamoxifen,Tablet,600 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,strip,20
mesna,Powder,1.5 mg,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,packet,20
mesna,Powder,7.5 mg in,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,packet,20
rasburicase,Concentrate solution for infusion,4 mg/5 mL in 5 mL vial,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,vial,20
rasburicase,zoledronic,4 mg/100 mL in 100 mL bottle,WHO EML 2023,Complementary,8. IMMUNOMODULATORS AND ANTINEOPLASTICS,unit,20
statement on the community-based management of severe acute,Oral liquid,equivalent to 25 mg iron (as sulfate)/mL,WHO EML 2023,Core,10. MEDICINES AFFECTING THE BLOOD,bottle,20
ferrous salt,Tablet,equivalent to 60 mg iron,WHO EML 2023,Core,10. MEDICINES AFFECTING THE BLOOD,strip,20
ferrous salt,Tablet,equivalent to 60 mg elemental iron + 400 micrograms folic,WHO EML 2023,Core,10. MEDICINES AFFECTING THE BLOOD,strip,20
ferrous salt,Tablet,equivalent to 60 mg elemental iron + 2.8 mg folic acid.**,WHO EML 2023,Core,10. MEDICINES AFFECTING THE BLOOD,strip,20
ferrous salt,Tablet,400 micrograms*,WHO EML 2023,Core,10. MEDICINES AFFECTING THE BLOOD,strip,20
ferrous salt,Tablet,1 mg,WHO EML 2023,Core,10. MEDICINES AFFECTING THE BLOOD,strip,20
ferrous salt,Tablet,5 mg,WHO EML 2023,Core,10. MEDICINES AFFECTING THE BLOOD,strip,20
tube defects,Injection,"1 mg/mL (as acetate, as hydrochloride or as sulfate) in",WHO EML 2023,Core,10. MEDICINES AFFECTING THE BLOOD,vial,20
hydroxocobalamin,Injection,pre-filled syringe,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,vial,20
hydroxocobalamin,Capsule,110 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,strip,20
hydroxocobalamin,Capsule,150 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,strip,20
hydroxocobalamin,Injection,ampoule or pre-filled syringe,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,vial,20
hydroxocobalamin,Injection,1000 IU/mL,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,vial,20
hydroxocobalamin,Injection,5000 IU/mL,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,vial,20
hydroxocobalamin,Injection,20 000 IU/mL in 1 mL,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,vial,20
heparin sodium,Injection,1 mg/mL,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,vial,20
heparin sodium,Injection,10 mg/mL in ampoule,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,vial,20
phytomenadione,Tablet,10 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,strip,20
phytomenadione,Injection,10 mg/mL in 5 mL ampoule,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,vial,20
phytomenadione,Injection,100 mg/mL in 10 mL ampoule,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,vial,20
phytomenadione,Tablet,1 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,strip,20
phytomenadione,Tablet,2 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,strip,20
phytomenadione,Tablet,5 mg (sodium),WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,strip,20
phytomenadione,Injection,4 micrograms/mL (as acetate) in 1 mL ampoule,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,vial,20
phytomenadione,Nasal,10 micrograms (as acetate) per dose,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,unit,20
phytomenadione,Injection,1000 IU/mL,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,vial,20
phytomenadione,Injection,5000 IU/mL in 1 mL ampoule,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,vial,20
phytomenadione,Tablet,0.5 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,strip,20
phytomenadione,Tablet,100 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,strip,20
phytomenadione,Tablet,125 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,strip,20
phytomenadione,Tablet,250 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,strip,20
phytomenadione,Tablet,400 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,strip,20
phytomenadione,Tablet,500 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,strip,20
phytomenadione,Tablet,90 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,strip,20
phytomenadione,Tablet,180 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,strip,20
phytomenadione,Tablet,360 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,strip,20
phytomenadione,deferoxamine,500 mg (mesilate) in vial,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,unit,20
phytomenadione,hydroxycarbamide,100 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,unit,20
phytomenadione,hydroxycarbamide,200 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,unit,20
phytomenadione,hydroxycarbamide,500 mg,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,unit,20
phytomenadione,hydroxycarbamide,1 g,WHO EML 2023,Complementary,10. MEDICINES AFFECTING THE BLOOD,unit,20
whole blood,Injection,250 micrograms in single-dose vial,WHO EML 2023,Core,11. BLOOD PRODUCTS OF HUMAN ORIGIN AND PLASMA SUBSTITUTES,vial,20
whole blood,Injection,150 IU/mL in vial,WHO EML 2023,Core,11. BLOOD PRODUCTS OF HUMAN ORIGIN AND PLASMA SUBSTITUTES,vial,20
whole blood,Injection,500 IU in vial,WHO EML 2023,Core,11. BLOOD PRODUCTS OF HUMAN ORIGIN AND PLASMA SUBSTITUTES,vial,20
whole blood,Intramuscular,16% protein solution,WHO EML 2023,Complementary,11. BLOOD PRODUCTS OF HUMAN ORIGIN AND PLASMA SUBSTITUTES,unit,20
whole blood,Subcutaneous,15%,WHO EML 2023,Complementary,11. BLOOD PRODUCTS OF HUMAN ORIGIN AND PLASMA SUBSTITUTES,unit,20
whole blood,Subcutaneous,16% protein solution,WHO EML 2023,Complementary,11. BLOOD PRODUCTS OF HUMAN ORIGIN AND PLASMA SUBSTITUTES,unit,20
normal immunoglobulin,Intravenous,5%,WHO EML 2023,Complementary,11. BLOOD PRODUCTS OF HUMAN ORIGIN AND PLASMA SUBSTITUTES,unit,20
normal immunoglobulin,Intravenous,10% protein solution,WHO EML 2023,Complementary,11. BLOOD PRODUCTS OF HUMAN ORIGIN AND PLASMA SUBSTITUTES,unit,20
normal immunoglobulin,coagulation,250 IU,WHO EML 2023,Complementary,11. BLOOD PRODUCTS OF HUMAN ORIGIN AND PLASMA SUBSTITUTES,unit,20
normal immunoglobulin,coagulation,500 IU,WHO EML 2023,Complementary,11. BLOOD PRODUCTS OF HUMAN ORIGIN AND PLASMA SUBSTITUTES,unit,20
normal immunoglobulin,coagulation,1000 IU in vial,WHO EML 2023,Complementary,11. BLOOD PRODUCTS OF HUMAN ORIGIN AND PLASMA SUBSTITUTES,unit,20
normal immunoglobulin,Therapeutic,Powder for injection: 500 IU,WHO EML 2023,Complementary,11. BLOOD PRODUCTS OF HUMAN ORIGIN AND PLASMA SUBSTITUTES,unit,20
normal immunoglobulin,Therapeutic,1000 IU in vial,WHO EML 2023,Complementary,11. BLOOD PRODUCTS OF HUMAN ORIGIN AND PLASMA SUBSTITUTES,unit,20
normal immunoglobulin,Therapeutic,Injectable solution: 6%,WHO EML 2023,Complementary,11. BLOOD PRODUCTS OF HUMAN ORIGIN AND PLASMA SUBSTITUTES,unit,20
normal immunoglobulin,Tablet,1.25 mg,WHO EML 2023,Core,12. CARDIOVASCULAR MEDICINES,strip,20
normal immunoglobulin,Tablet,5 mg,WHO EML 2023,Core,12. CARDIOVASCULAR MEDICINES,strip,20
normal immunoglobulin,glyceryl,500 micrograms,WHO EML 2023,Core,12. CARDIOVASCULAR MEDICINES,unit,20
normal immunoglobulin,isosorbide,5 mg,WHO EML 2023,Core,12. CARDIOVASCULAR MEDICINES,unit,20
normal immunoglobulin,Tablet,40 mg,WHO EML 2023,Core,12. CARDIOVASCULAR MEDICINES,strip,20
normal immunoglobulin,Tablet,80 mg (hydrochloride),WHO EML 2023,Core,12. CARDIOVASCULAR MEDICINES,strip,20
normal immunoglobulin,Injection,250 micrograms/mL in 2 mL ampoule,WHO EML 2023,Core,12. CARDIOVASCULAR MEDICINES,vial,20
normal immunoglobulin,Oral liquid,50 micrograms/mL,WHO EML 2023,Core,12. CARDIOVASCULAR MEDICINES,bottle,20
normal immunoglobulin,Tablet,62.5 micrograms,WHO EML 2023,Core,12. CARDIOVASCULAR MEDICINES,strip,20
normal immunoglobulin,Tablet,250 micrograms,WHO EML 2023,Core,12. CARDIOVASCULAR MEDICINES,strip,20
normal immunoglobulin,Injection,100 micrograms/mL (as acid tartrate or hydrochloride),WHO EML 2023,Core,12. CARDIOVASCULAR MEDICINES,vial,20
epinephrine (adrenaline),Injection,20 mg/mL (hydrochloride) in 5 mL ampoule,WHO EML 2023,Core,12. CARDIOVASCULAR MEDICINES,vial,20
epinephrine (adrenaline),Injection,2.5 mg/mL (hydrochloride) in 2 mL ampoule,WHO EML 2023,Core,12. CARDIOVASCULAR MEDICINES,vial,20
verapamil,Tablet,40 mg,WHO EML 2023,Core,12. CARDIOVASCULAR MEDICINES,strip,20
verapamil,Tablet,80 mg (hydrochloride),WHO EML 2023,Core,12. CARDIOVASCULAR MEDICINES,strip,20
verapamil,Injection,50 mg/mL (hydrochloride) in 3 mL ampoule,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,vial,20
amiodarone,Tablet,100 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
amiodarone,Tablet,200 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
amiodarone,Tablet,400 mg (hydrochloride),WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
amiodarone,Therapeutic,"Tablet: 5 mg (as maleate, mesylate or besylate)",WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,unit,20
amiodarone,Tablet,1.25 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
amiodarone,Tablet,5 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
amiodarone,Oral liquid,1 mg/mL (as hydrogen maleate),WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,bottle,20
amiodarone,Tablet,2.5 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
amiodarone,Tablet,10 mg (as hydrogen maleate),WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
amiodarone,Powder for injection,20 mg (hydrochloride) in ampoule,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,vial,20
amiodarone,Tablet,25 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
amiodarone,Tablet,50 mg (hydrochloride),WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
amiodarone,Therapeutic,Oral liquid: 50 mg/5 mL,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,unit,20
amiodarone,Solid,12.5 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,unit,20
amiodarone,Solid,25 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,unit,20
amiodarone,Tablet,10 mg + 12.5 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
amiodarone,Tablet,20 mg + 12.5 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
amiodarone,Tablet,20 mg + 25 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Tablet,25 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Tablet,50 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Tablet,100 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Tablet,250 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Tablet,40 mg + 12.5 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Tablet,80 mg + 12.5 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Tablet,80 mg + 25 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),sodium,50 mg in ampoule,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,unit,20
hydrochlorothiazide),Therapeutic,Tablet: 1.25 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,unit,20
hydrochlorothiazide),Therapeutic,5 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,unit,20
hydrochlorothiazide),Injection,250 micrograms/mL in 2 mL ampoule,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,vial,20
hydrochlorothiazide),Oral liquid,50 micrograms/mL,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,bottle,20
hydrochlorothiazide),Tablet,62.5 micrograms,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Tablet,250 micrograms,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Tablet,2.5 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Tablet,5 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Tablet,10 mg (as hydrogen maleate),WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Injection,"10 mg/mL in 2 mL, 5 mL ampoule",WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,vial,20
hydrochlorothiazide),Oral liquid,20 mg/5 mL,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,bottle,20
hydrochlorothiazide),Oral liquid,50 mg/5 mL,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,bottle,20
hydrochlorothiazide),Tablet,20 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Tablet,40 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Injection,100 micrograms/mL in 1 mL ampoule,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,vial,20
hydrochlorothiazide),Tablet,125 micrograms,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Tablet,250 mg micrograms,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Injection,40 mg/mL (hydrochloride) in 5 mL vial,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,vial,20
hydrochlorothiazide),Tablet,75 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Tablet,300 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),alteplase,10 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,unit,20
hydrochlorothiazide),alteplase,20 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,unit,20
hydrochlorothiazide),alteplase,50 mg in vial,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,unit,20
hydrochlorothiazide),streptokinase,1.5 million IU in vial,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,unit,20
hydrochlorothiazide),Tablet,10 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
hydrochlorothiazide),Therapeutic,Tablet: 100 mg + 20 mg + 2.5 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,unit,20
hydrochlorothiazide),Therapeutic,100 mg + 20 mg + 5 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,unit,20
hydrochlorothiazide),Tablet,100 mg + 20 mg + 5 mg + 50 mg + 12.5 mg,WHO EML 2023,Complementary,12. CARDIOVASCULAR MEDICINES,strip,20
atorvastatin),Cream,2% (nitrate),WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,tube,20
and triazole derivatives) excluding combinations,selenium,2%,WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,unit,25
and triazole derivatives) excluding combinations,sodium,15%,WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,unit,25
and triazole derivatives) excluding combinations,terbinafine,1% (hydrochloride),WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,unit,25
and triazole derivatives) excluding combinations,Cream,2% (as calcium),WHO EML 2023,Core,13. DERMATOLOGICAL MEDICINES,tube,25
